comment_text,comment_location,language,link available?,paper type?,knowledge type?,knowledge size?,purpose of providing link?,repository type?,knowledge transfer?,same authors?
"`` Compute Euclidean distance function to a specified value . param value Reference value . param metric Type of metric . Can be < tt > { 0=Chebyshev | 1=Manhattan | 2=Euclidean | 3=Squared-euclidean } < tt > . ote The distance transform implementation has been submitted by A. Meijster , and implements the article ' W.H . Hesselink , A. Meijster , J.B.T.M . Roerdink , `` A general algorithm for computing distance transforms in linear time . `` , In : Mathematical Morphology and its Applications to Image and Signal Processing , J. Goutsias , L. Vincent , and D.S . Bloomberg ( eds . ) , Kluwer , 2000 , pp . 331-340 . ' The submitted code has then been modified to fit CImg coding style and constraints. ``",https://github.com/gideros/gideros/blob/5e1c3e114d1b97a509722806566742299b8a97bd/plugins/gmedia/source/iOS/Plugins/Media/CImg.h#L25797,C,yes,book,algorithm,method,reference,other,pseudocode to source code,no
"`` Author : Mohamed S. Ebeida ( msebeid @ sandia.gov ) Description : This class is based on the method presented in the following article M. S. Ebeida , S. A. Mitchell , A. Patney , A . A. Davidson , and J. D. Owens , `` A simple algorithm for maximal Poisson-disk sampling in high dimensions '' , Computer Graphics Forum ( Eurographics 2012 ) , 31 ( 2 ) , May 2012. input : a set of conforming simplices defining the boundaries of a ( non-convex ) domain + a ditribution radius ( greater than the smallest feature size ) output : a maximal Poisson-disk sample The Random Number Generator is provided by George Marsaglia available at http : www.velocityreviews.com forums t720512-re-rngs-a-double-kiss.html Last modified : 11 21 2012 ``",https://github.com/trilinos/Trilinos/blob/d1a98e6faf63065bee9155d63ad18248d3d32ad8/packages/meshinggenie/src/standalone/mps/MeshingGenie_mps_nd.h#L43,C++,yes,journal,background,n/a,related,science,no transfer,no
"`` Implement addition , subtraction , multiplication and division based on : `` Software for Doubled-Precision Floating-Point Computations '' , by Seppo Linnainmaa , ACM TOMS vol 7 no 3 , September 1981 , pages 272-283 . ''",https://github.com/root-project/root/blob/8921a1c18564d4a606d11a1173f42c7df8501dfd/interpreter/llvm/src/lib/Support/APFloat.cpp#L3902,C++,yes,journal,algorithm,method,reference,data science,pseudocode to source code,no
"`` Constructs a new , empty treemap layout . Layouts are not typically constructed directly ; instead , they are added to an existing panel via { @ link pv.Mark add } . @ class Implements a space-filling rectangular layout , with the hierarchy represented via containment . Treemaps represent nodes as boxes , with child nodes placed within parent boxes . The size of each box is proportional to the size of the node in the tree . This particular algorithm is taken from Bruls , D.M. , C. Huizing , and J.J. van Wijk , < a href= '' http : www.win.tue.nl ~vanwijk stm.pdf '' > '' Squarified Treemaps '' < a > in < i > Data Visualization 2000 , Proceedings of the Joint Eurographics and IEEE TCVG Sumposium on Visualization < i > , 2000 , pp . 33-42 . < p > The meaning of the exported mark prototypes changes slightly in the space-filling implementation : < ul > < li > < tt > node < tt > - for rendering nodes ; typically a { @ link pv.Bar } . The node data is populated with < tt > dx < tt > and < tt > dy < tt > attributes , in addition to the standard < tt > x < tt > and < tt > y < tt > position attributes . < p > < li > < tt > leaf < tt > - for rendering leaf nodes only , with no fill or stroke style by default ; typically a { @ link pv.Panel } or another layout < p > < li > < tt > link < tt > - unsupported ; undefined . Links are encoded implicitly in the arrangement of the space-filling nodes . < p > < li > < tt > label < tt > - for rendering node labels ; typically a { @ link pv.Label } . < ul > For more details on how to use this layout , see { @ link pv.Layout.Hierarchy } . @ extends pv.Layout.Hierarchy ``",https://github.com/transmart/transmartApp/blob/58d42be64be656d2b9efc99941c4c286526915a2/web-app/js/datasetExplorer/protovis/protovis.js#L11499,JavaScript,yes,conference,background,n/a,related,science,no transfer,no
"`` % Quasi-Newton direction We will calculate a quasi-Newton direction for the related minimization problem & nbsp ; & nbsp ; f $ f ( x ) = frac { 1 } { 2 } |F ( x ) |^2 . f $ We compute the direction & nbsp ; & nbsp ; f $ d_k = -H_k g_k . f $ Here f $ H_k f $ is a limited-memory BFGS ( L-BFGS ) approximation to the < em > inverse < em > Hessian of f $ f f $ at f $ x_k f $ , and f $ g_k = J_k^T F_k f $ represents the gradient of f $ f f $ at f $ x_k f $ . The f $ H_k f $ for L-BFGS is only stored implicitly using information from the f $ m f $ most recent changes in f $ x f $ and changes in f $ g f $ . Specifically , we store pairs f $ ( s_i , y_i ) f $ for f $ i=0 , dots , m-1 f $ . Here f $ ( s_0 , y_0 ) f $ denotes the < em > oldest < em > information , i.e. , & nbsp ; & nbsp ; f $ s_0 = x_ { k+1-m } - x_ { k-m } quad mbox { and } quad y_0 = g_ { k+1-m } - g_ { k-m } . f $ Likewise , f $ ( s_m , y_m ) f $ denotes the < em > newest < em > information , i.e. , & nbsp ; & nbsp ; f $ s_ { m-1 } = x_ { k+1 } - x_ { k } quad mbox { and } quad y_ { m-1 } = g_ { k+1 } - g_ { k } . f $ The two-loop recursion formula for computing f $ d = -H_k g_k f $ is then given as follows . < ol > < li > f $ d ; leftarrow ; -g_k f $ < li > For f $ i=m-1 , dots,0 f $ & nbsp ; & nbsp ; f $ alpha_i = rho_i s_i^T d quad mbox { ( store $ alpha_i $ ) } f $ & nbsp ; & nbsp ; f $ d ; leftarrow ; d - alpha_i y_i f $ < li > f $ d ; leftarrow ; displaystyle frac { s_ { m-1 } ^T y_ { m-1 } } { y_ { m-1 } ^T y_ { m-1 } } d f $ < li > For f $ i=0 , dots , m-1 f $ & nbsp ; & nbsp ; f $ beta = rho_i y_i^T d f $ & nbsp ; & nbsp ; f $ d ; leftarrow ; d + ( alpha_i - beta ) s_i f $ < ol > < b > References < b > < ul > < li > R. H. Byrd , J. Nocedal , and R. B. Schnabel , Representations of quasi-Newton matrices and their use in limited memory methods , < em > Math . Prog. < em > 63 ( 1994 ) : 129-156 . < li > J. Nocedal , Updating quasi-Newton matrices with limited storage , < em > Mathematics of Computation < em > 35 ( 1980 ) : 773-782 . < ul > < b > Parameters < b > To use this direction , specify that the `` Method '' is `` QuasiNewton '' in the `` Direction '' sublist of the parameters that are passed to the solver ( see NOX : :Direction : :Manager for more information on choosing the search direction ) . The following options are valid in the `` Quasi-Newton '' sublist of the `` Direction '' sublist of the parameters that are passed to the nonlinear solver : - `` Memory '' - Number of saved updates , defaults to 5. ``",https://github.com/trilinos/Trilinos/blob/d1a98e6faf63065bee9155d63ad18248d3d32ad8/packages/nox/src/NOX_Direction_QuasiNewton.H#L71,C++,yes,journal,background,n/a,related,science,no transfer,no
"`` Value from : Y. Jiang and Y. Deng , Strong pseudoprimes to the first eight prime bases , Math . Comp . 83 ( 290 ) :2915-2924 , 2014. ``",https://github.com/trueos/trueos/blob/19e1c316cb3f0dd4f5778723979e56a09a9d3da7/usr.bin/primes/spsp.c#L173,C,yes,journal,number,method,reference,networks and os,numbers to hard coded values,no
"`` Triangle triangle intersection test routine , by Tomas Moller , 1997 . See article `` A Fast Triangle-Triangle Intersection Test '' , Journal of Graphics Tools , 2 ( 2 ) , 1997 updated : 2001-06-20 ( added line of intersection ) int tri_tri_intersect ( float V0 [ 3 ] , float V1 [ 3 ] , float V2 [ 3 ] , float U0 [ 3 ] , float U1 [ 3 ] , float U2 [ 3 ] ) parameters : vertices of triangle 1 : V0 , V1 , V2 vertices of triangle 2 : U0 , U1 , U2 result : returns 1 if the triangles intersect , otherwise 0 Here is a version withouts divisions ( a little faster ) int NoDivTriTriIsect ( float V0 [ 3 ] , float V1 [ 3 ] , float V2 [ 3 ] , float U0 [ 3 ] , float U1 [ 3 ] , float U2 [ 3 ] ) ; This version computes the line of intersection as well ( if they are not coplanar ) : int tri_tri_intersect_with_isectline ( float V0 [ 3 ] , float V1 [ 3 ] , float V2 [ 3 ] , float U0 [ 3 ] , float U1 [ 3 ] , float U2 [ 3 ] , int coplanar , float isectpt1 [ 3 ] , float isectpt2 [ 3 ] ) ; coplanar returns whether the tris are coplanar isectpt1 , isectpt2 are the endpoints of the line of intersection ``",https://github.com/FreeCAD/FreeCAD/blob/c4fc02cbcfff975712e977dc08f859fba71ba0ad/src/Mod/Mesh/App/Core/tritritest.h#L1,C++,yes,journal,algorithm,file,reference,simulation,formulas to source code,no
"`` `` '' '' Get the forward committors of the reaction sources - > sinks . Parameters -- -- -- -- -- sources : array_like , int The set of unfolded reactant states . sinks : array_like , int The set of folded product states . tprob : np.ndarray Transition matrix Returns -- -- -- - forward_committors : np.ndarray The forward committors for the reaction sources - > sinks References -- -- -- -- -- .. [ 1 ] Weinan , E. and Vanden-Eijnden , E. Towards a theory of transition paths . J. Stat . Phys . 123 , 503-523 ( 2006 ) . .. [ 2 ] Metzner , P. , Schutte , C. & Vanden-Eijnden , E. Transition path theory for Markov jump processes . Multiscale Model . Simul . 7 , 1192-1219 ( 2009 ) . .. [ 3 ] Berezhkovskii , A. , Hummer , G. & Szabo , A. Reactive flux and folding pathways in network models of coarse-grained protein dynamics . J. Chem . Phys . 130 , 205102 ( 2009 ) . .. [ 4 ] Noe , Frank , et al . `` Constructing the equilibrium ensemble of folding pathways from short off-equilibrium simulations . '' PNAS 106.45 ( 2009 ) : 19011-19016. `` '' '' ''",https://github.com/msmbuilder/msmbuilder/blob/dea86dca81b1ca9c666b410eef2ee72303b5960e/msmbuilder/tpt/committor.py#L219,Python,yes,journal,background,n/a,related,simulation,no transfer,no
"`` brief Detects 2D AGAST corner points . Based on the original work and paper reference by par Elmar Mair , Gregory D. Hager , Darius Burschka , Michael Suppa , and Gerhard Hirzinger . Adaptive and generic corner detection based on the accelerated segment test . In Proceedings of the European Conference on Computer Vision ( ECCV'10 ) , September 2010 . Code example : code pcl : :PointCloud < pcl : :PointXYZRGBA > cloud ; pcl : :AgastKeypoint2D < pcl : :PointXYZRGBA > agast ; agast.setThreshold ( 30 ) ; agast.setInputCloud ( cloud ) ; PointCloud < pcl : :PointUV > keypoints ; agast.compute ( keypoints ) ; endcode ote The AGAST keypoint type used is 7_12s . author Stefan Holzer , Radu B. Rusu ingroup keypoints ``",https://github.com/PointCloudLibrary/pcl/blob/d5759fdb8a5cc751821a29770fb0ce9b8f34faeb/keypoints/include/pcl/keypoints/agast_2d.h#L725,C++,yes,conference,background,n/a,related,computer vision,no transfer,no
"`` u '' '' '' [ 169 ] Sillesen , A. ; Ratajczak , E. ; Pagsberg , P. Chem . Phys . Lett . 1993 , 201 , 171.Data derived from fitting to a complex mechanism . Excitation : radiolysis , analysis : IR absroption . Pressure 0.10 barH + C2H5 ( + M ) -- > C2H6 ( + M ) ( Rxn . 2b ) NHP Verified by Greg Magoon ; I changed the DA uncertainty from ( times divide ) 1.1 to ( + - ) 1E13 , as this is what the abstract reports ( also , Table 3 mentions uncertainties in the range of 10 % -20 % ) '' '' '' ''",https://github.com/ReactionMechanismGenerator/RMG-database/blob/33db9f3bc9fe4cd6f364e36bdc7d30a1620f911f/input/kinetics/families/R_Recombination/rules.py#L134,Python,yes,journal,science,method,reference,science,scientific finding to hardcoded rule,no
"`` jidctint.c Copyright ( C ) 1991-1998 , Thomas G. Lane . Modification developed 2002-2009 by Guido Vollbeding . This file is part of the Independent JPEG Group 's software . For conditions of distribution and use , see the accompanying README file . This file contains a slow-but-accurate integer implementation of the inverse DCT ( Discrete Cosine Transform ) . In the IJG code , this routine must also perform dequantization of the input coefficients . A 2-D IDCT can be done by 1-D IDCT on each column followed by 1-D IDCT on each row ( or vice versa , but it 's more convenient to emit a row at a time ) . Direct algorithms are also available , but they are much more complex and seem not to be any faster when reduced to code . This implementation is based on an algorithm described in C. Loeffler , A. Ligtenberg and G. Moschytz , `` Practical Fast 1-D DCT Algorithms with 11 Multiplications '' , Proc . Int ' l . Conf . on Acoustics , Speech , and Signal Processing 1989 ( ICASSP '89 ) , pp . 988-991 . The primary algorithm described there uses 11 multiplies and 29 adds . We use their alternate method with 12 multiplies and 32 adds . The advantage of this method is that no data path contains more than one multiplication ; this allows a very simple and accurate implementation in scaled fixed-point arithmetic , with a minimal number of shifts . We also provide IDCT routines with various output sample block sizes for direct resolution reduction or enlargement and for direct resolving the common 2x1 and 1x2 subsampling cases without additional resampling : NxN ( N=1 ... 16 ) , 2NxN , and Nx2N ( N=1 ... 8 ) pixels for one 8x8 input DCT block . For N < 8 we simply take the corresponding low-frequency coefficients of the 8x8 input DCT block and apply an NxN point IDCT on the sub-block to yield the downscaled outputs . This can be seen as direct low-pass downsampling from the DCT domain point of view rather than the usual spatial domain point of view , yielding significant computational savings and results at least as good as common bilinear ( averaging ) spatial downsampling . For N > 8 we apply a partial NxN IDCT on the 8 input coefficients as lower frequencies and higher frequencies assumed to be zero . It turns out that the computational effort is similar to the 8x8 IDCT regarding the output size . Furthermore , the scaling and descaling is the same for all IDCT sizes . CAUTION : We rely on the FIX ( ) macro except for the N=1,2,4,8 cases since there would be too many additional constants to pre-calculate. ``",https://github.com/kunkun39/CH_BOX/blob/7311a61c33f31d9c125ec21ae0155d9d58f88615/chbox/TVhelper/android-pdfview/jni/mupdf/jpeg/jidctint.c#L1,C,yes,conference,algorithm,file,reference,other,formulas to source code,no
"`` This is a maximally equidistributed combined Tausworthe generator based on code from GNU Scientific Library 1.5 ( 30 Jun 2004 ) x_n = ( s1_n ^ s2_n ^ s3_n ) s1_ { n+1 } = ( ( ( s1_n & 4294967294 ) < < 12 ) ^ ( ( ( s1_n < < 13 ) ^ s1_n ) > > 19 ) ) s2_ { n+1 } = ( ( ( s2_n & 4294967288 ) < < 4 ) ^ ( ( ( s2_n < < 2 ) ^ s2_n ) > > 25 ) ) s3_ { n+1 } = ( ( ( s3_n & 4294967280 ) < < 17 ) ^ ( ( ( s3_n < < 3 ) ^ s3_n ) > > 11 ) ) The period of this generator is about 2^88 . From : P. L'Ecuyer , `` Maximally Equidistributed Combined Tausworthe Generators '' , Mathematics of Computation , 65 , 213 ( 1996 ) , 203 -- 213 . This is available on the net from L'Ecuyer 's home page , http : www.iro.umontreal.ca ~lecuyer myftp papers tausme.ps ftp : ftp.iro.umontreal.ca pub simulation lecuyer papers tausme.ps There is an erratum in the paper `` Tables of Maximally Equidistributed Combined LFSR Generators '' , Mathematics of Computation , 68 , 225 ( 1999 ) , 261 -- 269 : http : www.iro.umontreal.ca ~lecuyer myftp papers tausme2.ps ... the k_j most significant bits of z_j must be non- zero , for each j . ( Note : this restriction also applies to the computer code given in [ 4 ] , but was mistakenly not mentioned in that paper . ) This affects the seeding procedure by imposing the requirement s1 > 1 , s2 > 7 , s3 > 15. ``",https://github.com/DirtyUnicorns/android_kernel_lge_bullhead/blob/c0865f991e21ff902433dae45892f7b839e46b7a/lib/random32.c#L1,C,yes,journal,background,n/a,related,networks and os,no transfer,no
"`` Purpose -- -- -- - SGEHRD2 reduces a REAL general matrix A to upper Hessenberg form H by an orthogonal similarity transformation : Q ' A Q = H . Arguments -- -- -- -- - @ param [ in ] n INTEGER The order of the matrix A. N > = 0 . @ param [ in ] ilo INTEGER @ param [ in ] ihi INTEGER It is assumed that A is already upper triangular in rows and columns 1 : ILO-1 and IHI+1 : N. ILO and IHI are normally set by a previous call to SGEBAL ; otherwise they should be set to 1 and N respectively . See Further Details . 1 < = ILO < = IHI < = N , if N > 0 ; ILO=1 and IHI=0 , if N=0 . @ param [ in , out ] A REAL array , dimension ( LDA , N ) On entry , the N-by-N general matrix to be reduced . On exit , the upper triangle and the first subdiagonal of A are overwritten with the upper Hessenberg matrix H , and the elements below the first subdiagonal , with the array TAU , represent the orthogonal matrix Q as a product of elementary reflectors . See Further Details . @ param [ in ] lda INTEGER The leading dimension of the array A. LDA > = max ( 1 , N ) . @ param [ out ] tau REAL array , dimension ( N-1 ) The scalar factors of the elementary reflectors ( see Further Details ) . Elements 1 : ILO-1 and IHI : N-1 of TAU are set to zero . @ param [ out ] work ( workspace ) REAL array , dimension ( LWORK ) On exit , if INFO = 0 , WORK [ 0 ] returns the optimal LWORK . @ param [ in ] lwork INTEGER The length of the array WORK . LWORK > = max ( 1 , N ) . For optimum performance LWORK > = N NB , where NB is the optimal blocksize . If LWORK = -1 , then a workspace query is assumed ; the routine only calculates the optimal size of the WORK array , returns this value as the first entry of the WORK array , and no error message related to LWORK is issued by XERBLA . @ param [ out ] info INTEGER - = 0 : successful exit - < 0 : if INFO = -i , the i-th argument had an illegal value . Further Details -- -- -- -- -- -- -- - The matrix Q is represented as a product of ( ihi-ilo ) elementary reflectors Q = H ( ilo ) H ( ilo+1 ) . . . H ( ihi-1 ) . Each H ( i ) has the form H ( i ) = I - tau v v ' where tau is a real scalar , and v is a real vector with v ( 1 : i ) = 0 , v ( i+1 ) = 1 and v ( ihi+1 : n ) = 0 ; v ( i+2 : ihi ) is stored on exit in A ( i+2 : ihi , i ) , and tau in TAU ( i ) . The contents of A are illustrated by the following example , with n = 7 , ilo = 2 and ihi = 6 : @ verbatim on entry , on exit , ( a a a a a a a ) ( a a h h h h a ) ( a a a a a a ) ( a h h h h a ) ( a a a a a a ) ( h h h h h h ) ( a a a a a a ) ( v2 h h h h h ) ( a a a a a a ) ( v2 v3 h h h h ) ( a a a a a a ) ( v2 v3 v4 h h h ) ( a ) ( a ) @ endverbatim where a denotes an element of the original matrix A , h denotes a modified element of the upper Hessenberg matrix H , and vi denotes an element of the vector defining H ( i ) . This implementation follows the hybrid algorithm and notations described in S. Tomov and J. Dongarra , `` Accelerating the reduction to upper Hessenberg form through hybrid GPU-based computing , '' University of Tennessee Computer Science Technical Report , UT-CS-09-642 ( also LAPACK Working Note 219 ) , May 24 , 2009 . @ ingroup magma_sgeev_comp ``",https://github.com/cjy7117/FT-MAGMA/blob/f084356fd94ecdce75926a4651f8fd95390280ec/old_source_code/magma-1.6.2-v8/src/sgehrd2.cpp#L15,C++,yes,report,algorithm,file,reference,other,pseudocode to source code,no
"`` @ brief Class CStochasticSOSVM solves SOSVM using stochastic subgradient descent on the SVM primal problem [ 1 ] , which is equivalent to SGD or Pegasos [ 2 ] . This class is inspired by the matlab SGD implementation in [ 3 ] . [ 1 ] N. Ratliff , J . A. Bagnell , and M. Zinkevich . ( online ) subgradient methods for structured prediction . AISTATS , 2007 . [ 2 ] S. Shalev-Shwartz , Y . Singer , N. Srebro . Pegasos : Primal Estimated sub-GrAdient SOlver for SVM . ICML 2007 . [ 3 ] S. Lacoste-Julien , M. Jaggi , M. Schmidt and P. Pletscher . Block-Coordinate Frank-Wolfe Optimization for Structural SVMs . ICML 2013. ``",https://github.com/shogun-toolbox/shogun/blob/13f06e471f0af119136ee35d1da83835942ec9a9/src/shogun/structure/StochasticSOSVM.h#L18,C++,yes,conference,background,n/a,related,machine learning,no transfer,no
"`` This file implements a generic value propagation engine based on the same propagation used by the SSA-CCP algorithm [ 1 ] . Propagation is performed by simulating the execution of every statement that produces the value being propagated . Simulation proceeds as follows : 1- Initially , all edges of the CFG are marked not executable and the CFG worklist is seeded with all the statements in the entry basic block ( block 0 ) . 2- Every statement S is simulated with a call to the call-back function SSA_PROP_VISIT_STMT . This evaluation may produce 3 results : SSA_PROP_NOT_INTERESTING : Statement S produces nothing of interest and does not affect any of the work lists . The statement may be simulated again if any of its input operands change in future iterations of the simulator . SSA_PROP_VARYING : The value produced by S can not be determined at compile time . Further simulation of S is not required . If S is a conditional jump , all the outgoing edges for the block are considered executable and added to the work list . SSA_PROP_INTERESTING : S produces a value that can be computed at compile time . Its result can be propagated into the statements that feed from S. Furthermore , if S is a conditional jump , only the edge known to be taken is added to the work list . Edges that are known not to execute are never simulated . 3- PHI nodes are simulated with a call to SSA_PROP_VISIT_PHI . The return value from SSA_PROP_VISIT_PHI has the same semantics as described in 2 . 4- Three work lists are kept . Statements are only added to these lists if they produce one of SSA_PROP_INTERESTING or SSA_PROP_VARYING . CFG_BLOCKS contains the list of blocks to be simulated . Blocks are added to this list if their incoming edges are found executable . SSA_EDGE_WORKLIST contains the list of statements that we need to revisit . 5- Simulation terminates when all three work lists are drained . Before calling ssa_propagate , it is important to clear prop_simulate_again_p for all the statements in the program that should be simulated . This initialization allows an implementation to specify which statements should never be simulated . It is also important to compute def-use information before calling ssa_propagate . References : [ 1 ] Constant propagation with conditional branches , Wegman and Zadeck , ACM TOPLAS 13 ( 2 ) :181-210 . [ 2 ] Building an Optimizing Compiler , Robert Morgan , Butterworth-Heinemann , 1998 , Section 8.9 . [ 3 ] Advanced Compiler Design and Implementation , Steven Muchnick , Morgan Kaufmann , 1997 , Section 12.6 ``",https://github.com/DragonFlyBSD/DragonFlyBSD/blob/ce2989fe1212f664d615268edc64a57801fc7404/contrib/gcc-8.0/gcc/tree-ssa-propagate.c#L42,C,yes,journal,background,n/a,related,networks and os,no transfer,no
"`` `` '' '' Pattern tracking with a dynamic Bayesian network ( DBN ) approximated by a Hidden Markov Model ( HMM ) . Parameters -- -- -- -- -- pattern_files : list List of files with the patterns ( including the fitted GMMs and information about the number of beats ) . min_bpm : list , optional Minimum tempi used for pattern tracking [ bpm ] . max_bpm : list , optional Maximum tempi used for pattern tracking [ bpm ] . num_tempi : int or list , optional Number of tempi to model ; if set , limit the number of tempi and use a log spacings , otherwise a linear spacings . transition_lambda : float or list , optional Lambdas for the exponential tempo change distributions ( higher values prefer constant tempi from one beat to the next one ) . fps : float , optional Frames per second . Notes -- -- - ` min_bpm ` , ` max_bpm ` , ` num_tempo_states ` , and ` transition_lambda ` must contain as many items as rhythmic patterns are modeled ( i.e . length of ` pattern_files ` ) . If a single value is given for ` num_tempo_states ` and ` transition_lambda ` , this value is used for all rhythmic patterns . Instead of the originally proposed state space and transition model for the DBN [ 1 ] _ , the more efficient version proposed in [ 2 ] _ is used . References -- -- -- -- -- .. [ 1 ] Florian Krebs , Sebastian Böck and Gerhard Widmer , `` Rhythmic Pattern Modeling for Beat and Downbeat Tracking in Musical Audio '' , Proceedings of the 15th International Society for Music Information Retrieval Conference ( ISMIR ) , 2013 . .. [ 2 ] Florian Krebs , Sebastian Böck and Gerhard Widmer , `` An Efficient State Space Model for Joint Tempo and Meter Tracking '' , Proceedings of the 16th International Society for Music Information Retrieval Conference ( ISMIR ) , 2015 . Examples -- -- -- -- Create a PatternTrackingProcessor from the given pattern files . These pattern files include fitted GMMs for the observation model of the HMM . The returned array represents the positions of the beats and their position inside the bar . The position is given in seconds , thus the expected sampling rate is needed . The position inside the bar follows the natural counting and starts at 1 . > > > from madmom.models import PATTERNS_BALLROOM > > > proc = PatternTrackingProcessor ( PATTERNS_BALLROOM , fps=50 ) > > > proc doctest : +ELLIPSIS < madmom.features.downbeats.PatternTrackingProcessor object at 0x ... > Call this PatternTrackingProcessor with a multi-band spectrogram to obtain the beat and downbeat positions . The parameters of the spectrogram have to correspond to those used to fit the GMMs . > > > from madmom.audio.spectrogram import LogarithmicSpectrogramProcessor , SpectrogramDifferenceProcessor , MultiBandSpectrogramProcessor > > > from madmom.processors import SequentialProcessor > > > log = LogarithmicSpectrogramProcessor ( ) > > > diff = SpectrogramDifferenceProcessor ( positive_diffs=True ) > > > mb = MultiBandSpectrogramProcessor ( crossover_frequencies= [ 270 ] ) > > > pre_proc = SequentialProcessor ( [ log , diff , mb ] ) > > > act = pre_proc ( 'tests data audio sample.wav ' ) > > > proc ( act ) doctest : +ELLIPSIS array ( [ [ 0.82 , 4 . ] , [ 1.78 , 1 . ] , ... , [ 3.7 , 3 . ] , [ 4.66 , 4 . ] ] ) `` `` '' ''",https://github.com/CPJKU/madmom/blob/f163865521c0c126a7719704aec8b90e6af30e55/madmom/features/downbeats.py#L445,Python,yes,conference,background,n/a,related,data science,no transfer,yes
"`` < -- globalinfo-start -- > The class that builds a BallTree middle out. < br > < br > For more information see also : < br > < br > Andrew W. Moore : The Anchors Hierarchy : Using the Triangle Inequality to Survive High Dimensional Data . In : UAI '00 : Proceedings of the 16th Conference on Uncertainty in Artificial Intelligence , San Francisco , CA , USA , 397-405 , 2000. < br > < br > Ashraf Masood Kibriya ( 2007 ) . Fast Algorithms for Nearest Neighbour Search . Hamilton , New Zealand . < p > < -- globalinfo-end -- > < -- technical-bibtex-start -- > BibTeX : < pre > & 64 ; inproceedings { Moore2000 , address = { San Francisco , CA , USA } , author = { Andrew W. Moore } , booktitle = { UAI '00 : Proceedings of the 16th Conference on Uncertainty in Artificial Intelligence } , pages = { 397-405 } , publisher = { Morgan Kaufmann Publishers Inc. } , title = { The Anchors Hierarchy : Using the Triangle Inequality to Survive High Dimensional Data } , year = { 2000 } } & 64 ; mastersthesis { Kibriya2007 , address = { Hamilton , New Zealand } , author = { Ashraf Masood Kibriya } , school = { Department of Computer Science , School of Computing and Mathematical Sciences , University of Waikato } , title = { Fast Algorithms for Nearest Neighbour Search } , year = { 2007 } } < pre > < p > < -- technical-bibtex-end -- > < -- options-start -- > Valid options are : < p > < pre > -S & lt ; num & gt ; The seed for the random number generator used in selecting random anchor . ( default : 1 ) < pre > < pre > -R Use randomly chosen initial anchors. < pre > < -- options-end -- > @ author Ashraf M. Kibriya ( amk14 [ at-the-rate ] cs [ dot ] waikato [ dot ] ac [ dot ] nz ) @ version $ Revision $ ``",https://github.com/svn2github/weka/blob/c8366c454e9718d0e1634ddf4a72319dac3ce559/trunk/weka/src/main/java/weka/core/neighboursearch/balltrees/MiddleOutConstructor.java#L44,Java,yes,conference,algorithm,class,reference,machine learning,formulas to source code,no
